,Title,Published_date,Views,Likes,Comments
1303,Wrapping Up TextUtils Website | Python Django Tutorials In Hindi #18,2019-02-05T12:15:00Z,41138,2277,215
1304,Exercise 2 Solution + Shoutouts  | Python Django Tutorials In Hindi #17,2019-02-05T02:30:02Z,35684,1460,152
1305,Django CSRF Tokens & Post Request | Python Django Tutorials In Hindi #16,2019-02-04T12:15:00Z,56287,1498,121
1306,Fixing Bugs In Our TextUtils Website | Python Django Tutorials In Hindi #15,2019-02-04T02:30:00Z,42593,2179,264
1307,Adding Boostrap To Our Django Website | Python Django Tutorials In Hindi #14,2019-02-03T12:15:01Z,69853,1818,198
1308,Django Exercise 2: Revamping TextUtils | Python Django Tutorials In Hindi #13,2019-02-03T02:30:01Z,43110,1617,192
1309,HTML 5 Tutorial For Beginners In Hindi - हिंदी में (2021),2019-02-02T13:00:49Z,488095,21758,7186
1310,Adding More Features To TextUtils Website | Python Django Tutorials In Hindi #12,2019-02-02T02:30:00Z,71521,2318,847
1311,Django Exercise 1 Solution + Shoutouts | Python Django Tutorials In Hindi #11,2019-02-01T12:15:01Z,60084,1314,104
1312,Django Site: Coding The Backend | Python Django Tutorials In Hindi #10,2019-02-01T02:30:00Z,120642,4435,781
1313,Creating Homepage of our TextUtils Website | Python Django Tutorials In Hindi #9,2019-01-31T12:15:00Z,119532,4469,760
1314,Django Templates | Python Django Tutorials In Hindi #8,2019-01-31T02:30:00Z,130181,5264,402
1315,Django Website: Laying The Pipeline | Python Django Tutorials In Hindi #7,2019-01-30T12:15:00Z,120161,7249,462
1316,Django Exercise 1: Personal Navigator | Python Django Tutorials In Hindi #6,2019-01-30T02:30:00Z,132130,3950,1125
1317,Views & Urls In Django| Python Django Tutorials In Hindi #5,2019-01-29T12:15:00Z,197957,3727,641
1318,Our First Django Website | Python Django Tutorials In Hindi #4,2019-01-29T02:30:01Z,198914,3874,171
1319,How Django Websites Work | Python Django Tutorials In Hindi #3,2019-01-28T12:15:01Z,168151,4264,371
1320,Creating Our First Django Project | Python Django Tutorials In Hindi #2,2019-01-28T02:30:00Z,316914,6551,1286
1321,Django Installation & Getting Started | Python Django Tutorials In Hindi #1,2019-01-27T12:15:01Z,313019,7479,670
1322,Django Course Announcement | Python Django Tutorials In Hindi #0,2019-01-27T02:30:01Z,540982,24617,7564
1323,Tkinter Tutorials Conclusion + Resources | Python Tkinter GUI Tutorial In Hindi #30,2019-01-26T12:15:00Z,25693,1436,733
1324,Creating a GUI Notepad In Tkinter | Python Tkinter GUI Tutorial In Hindi #29,2019-01-26T02:30:00Z,57618,1485,339
1325,Tkinter GUI Text Editor Announcement | Python Tkinter GUI Tutorial In Hindi #28,2019-01-25T13:39:16Z,15248,549,43
1326,Creating A Calculator Using Tkinter  | Python Tkinter GUI Tutorial In Hindi #27,2019-01-25T02:30:01Z,91976,2135,269
1327,"More Tkinter Tips, Tricks & Functions | Python Tkinter GUI Tutorial In Hindi #26",2019-01-24T12:15:00Z,17517,901,114
1328,Using Classes And Objects To Create GUIs | Python Tkinter GUI Tutorial In Hindi #25,2019-01-24T02:30:00Z,23820,1077,149
1329,Status Bar In Tkinter | Python Tkinter GUI Tutorial In Hindi #24,2019-01-23T12:15:00Z,18735,1157,151
1330,Tkinter GUI Exercise 2 Solution + Shoutouts | Python Tkinter GUI Tutorial In Hindi #23,2019-01-23T02:30:02Z,13148,596,54
1331,ScrollBar In Tkinter GUI | Python Tkinter GUI Tutorial In Hindi #22,2019-01-22T12:15:00Z,25770,1129,113
1332,ListBox In Tkinter| Python Tkinter GUI Tutorial In Hindi #21,2019-01-22T02:30:00Z,20139,1728,59
1333,Creating RadioButtons In Tkinter | Python Tkinter GUI Tutorial In Hindi #20,2019-01-21T12:15:01Z,23016,1564,143
1334,Sliders In Tkinter Using Scale() | Python Tkinter GUI Tutorial In Hindi #19,2019-01-21T02:30:00Z,24396,1106,290
1335,Message Box In Tkinter Python | Python Tkinter GUI Tutorial In Hindi #18,2019-01-20T13:59:49Z,30015,1485,183
1336,Menus & Submenus In Tkinter Python | Python Tkinter GUI Tutorial In Hindi #17,2019-01-20T02:30:02Z,37966,1845,231
1337,Python GUI Exercise 2: Window Resizer GUI | Python Tkinter GUI Tutorial In Hindi #16,2019-01-19T12:45:01Z,19363,842,361
1338,Python GUI Exercise 1: Solution | Python Tkinter GUI Tutorial In Hindi #15,2019-01-19T02:30:00Z,32406,1173,103
1339,Handling Events In Tkinter GUI | Python Tkinter GUI Tutorial In Hindi #14,2019-01-18T12:15:00Z,34192,1879,269
1340,Canvas Widget In Python Tkinter | Python Tkinter GUI Tutorial In Hindi #13,2019-01-18T02:30:00Z,40013,1816,156
1341,Accepting User Input In Tkinter Form | Python Tkinter GUI Tutorial In Hindi #12,2019-01-17T12:15:00Z,48669,1525,172
1342,Travel Form Using Checkbuttons & Entry Widget | Python Tkinter GUI Tutorial In Hindi #11,2019-01-17T02:30:00Z,50463,2197,343
1343,Entry Widget & Grid Layout In Tkinter | Python Tkinter GUI Tutorial In Hindi #10,2019-01-16T12:15:00Z,59444,1714,274
1344,Conclusion & Way Forward | Python Tutorials For Absolute Beginners In Hindi #102,2019-01-16T02:30:02Z,25660,2454,1689
1345,Mini Project 1 (OOPs Library) Solution | Python Tutorials For Absolute Beginners In Hindi #101,2019-01-15T12:15:00Z,61287,1619,123
1346,Regex Exercise 11 Solutions | Python Tutorials For Absolute Beginners In Hindi #100,2019-01-15T02:30:00Z,19569,810,38
1347,Machine Learning & Data Science Learning Path | Python Tutorials For Absolute Beginners In Hindi #99,2019-01-14T12:15:01Z,39361,1906,161
1348,Python GUI Development - Learning Path | Python Tutorials For Absolute Beginners In Hindi #98,2019-01-14T02:30:00Z,45148,2215,240
1349,Learning Path For Python Web Development | Python Tutorials For Absolute Beginners In Hindi #97,2019-01-13T12:15:00Z,97874,3539,373
1350,Python Exercise 11: Regex Email Extractor | Python Tutorials For Absolute Beginners In Hindi #96,2019-01-13T02:30:01Z,22607,918,151
1351,Creating a Python Package Using Setuptools | Python Tutorials For Absolute Beginners In Hindi #95,2019-01-12T12:36:44Z,59644,2300,210
1352,Packing Buttons In Tkinter | Python Tkinter GUI Tutorial In Hindi #9,2019-01-12T02:30:01Z,56273,2075,438
1353,Exercise 10: Solution + Shoutouts | Python Tutorials For Absolute Beginners In Hindi #94,2019-01-11T12:15:01Z,20080,730,46
1354,Creating a Command Line Utility In Python | Python Tutorials For Absolute Beginners In Hindi #93,2019-01-11T02:30:00Z,45718,2477,340
1355,Frame In Tkinter | Python Tkinter GUI Tutorial In Hindi #8,2019-01-10T12:15:01Z,73786,2904,138
1356,Python Exercise 9 Solution + Shoutouts | Python Tutorials For Absolute Beginners In Hindi #92,2019-01-10T02:30:00Z,29359,1159,128
1357,Python 2.x Vs Python 3.x | Python Tutorials For Absolute Beginners In Hindi #91,2019-01-09T12:15:00Z,25642,1558,127
1358,Exercise 1: Creating Newspaper GUI | Python Tkinter GUI Tutorial In Hindi #7,2019-01-09T02:30:00Z,52611,2321,268
1359,Python 'is' vs '==': What's The Difference? | Python Tutorials For Absolute Beginners In Hindi #90,2019-01-08T12:15:01Z,27925,1636,385
1360,Attributes Of Label & Pack | Python Tkinter GUI Tutorial In Hindi #6,2019-01-08T02:30:02Z,93508,3527,739
1361,Raise In Python + Examples | Python Tutorials For Absolute Beginners In Hindi #89,2019-01-07T12:15:00Z,35158,1937,439
1362,Python Exercise 8: Solution + Tips | Python Tutorials For Absolute Beginners In Hindi #88,2019-01-07T02:30:02Z,28946,1737,113
1363,Converting .py to .exe | Python Tutorials For Absolute Beginners In Hindi #87,2019-01-06T12:15:01Z,145402,4871,793
1364,Displaying Images Using Label | Python Tkinter GUI Tutorial In Hindi #5,2019-01-06T05:23:08Z,126610,4372,760
1365,Regular Expressions | Python Tutorials For Absolute Beginners In Hindi #86,2019-01-06T02:30:02Z,100242,3267,385
1366,Exercise 10: Pickling Iris | Python Tutorials For Absolute Beginners In Hindi #85,2019-01-05T18:15:00Z,29269,1359,184
1367,"Label, Geometry, Maxsize & Minsize | Python Tkinter GUI Tutorial In Hindi #4",2019-01-05T13:18:39Z,109804,4641,1293
1368,Tkinter Widgets & Attributes | Python Tkinter GUI Tutorial In Hindi #3,2019-01-05T08:55:15Z,101545,4365,654
1369,Pickle Module | Python Tutorials For Absolute Beginners In Hindi #84,2019-01-05T02:30:01Z,64740,2696,220
1370,Exercise 9: Akhbaar Padhke Sunaao | Python Tutorials For Absolute Beginners In Hindi #83,2019-01-04T18:15:00Z,58234,1741,268
1371,Our First Tkinter GUI | Python Tkinter GUI Tutorial In Hindi #2,2019-01-04T12:15:00Z,139747,5467,1468
1372,Json Module | Python Tutorials For Absolute Beginners In Hindi #82,2019-01-04T02:30:00Z,70529,2441,463
1373,Requests Module For HTTP Requests | Python Tutorials For Absolute Beginners In Hindi #81,2019-01-03T18:15:00Z,68196,2170,152
1374,Notepad & Calculator In Tkinter + Why Tkinter? | Python Tkinter GUI Tutorial In Hindi #1,2019-01-03T13:27:45Z,149195,6919,707
1375,Exercise 8: Oh Soldier Prettify My Folder| Python Tutorials For Absolute Beginners In Hindi #80,2019-01-03T02:30:02Z,40075,1608,337
1376,Os Module | Python Tutorials For Absolute Beginners In Hindi #79,2019-01-02T12:15:01Z,86116,3491,217
1377,Exercise 7: Solution & First Solver | Python Tutorials For Absolute Beginners In Hindi #78,2019-01-02T02:30:01Z,59424,1717,414
1378,Learn Tkinter With Projects | Python Tkinter GUI Tutorial In Hindi #0,2019-01-01T16:03:05Z,239263,10696,3075
1379,Coroutines In Python | Python Tutorials For Absolute Beginners In Hindi #77,2019-01-01T12:15:01Z,53912,2395,418
1380,Else & Finally In Try Except | Python Tutorials For Absolute Beginners In Hindi #76,2019-01-01T02:30:00Z,42393,2321,217
1381,Making Python Say Happy New Year In 58 Different Languages,2018-12-31T18:30:01Z,31564,1299,219
1382,Function Caching In Python | Python Tutorials For Absolute Beginners In Hindi #75,2018-12-31T12:15:00Z,50152,3110,297
1383,Using Else With For Loops | Python Tutorials For Absolute Beginners In Hindi #74,2018-12-31T02:30:02Z,42317,2537,817
1384,Python Comprehensions | Python Tutorials For Absolute Beginners In Hindi #73,2018-12-30T12:15:01Z,72694,2939,349
1385,Generators In Python | Python Tutorials For Absolute Beginners In Hindi #72,2018-12-30T02:30:00Z,75333,3118,303
1386,Python Mini Project #1 | Python Tutorials For Absolute Beginners In Hindi #71,2018-12-29T12:15:00Z,75179,2378,422
1387,Object Introspection | Python Tutorials For Absolute Beginners In Hindi #70,2018-12-29T02:30:00Z,50392,2464,225
1388,Setters & Property Decorators | Python Tutorials For Absolute Beginners In Hindi #69,2018-12-28T12:00:05Z,81907,3359,374
1389,Abstract Base Class & @abstractmethod | Python Tutorials For Absolute Beginners In Hindi #68,2018-12-28T02:30:00Z,69360,3160,95
1390,Operator Overloading & Dunder Methods | Python Tutorials For Absolute Beginners In Hindi #67,2018-12-27T12:15:00Z,74518,2930,166
1391,Diamond Shape Problem In Multiple Inheritance | Python Tutorials For Absolute Beginners In Hindi #66,2018-12-27T02:30:02Z,58056,2855,82
1392,Polymorphism In Python | Python Tutorials For Absolute Beginners In Hindi #64,2018-12-26T12:15:01Z,73965,3172,245
1393,Super() and Overriding In Classes | Python Tutorials For Absolute Beginners In Hindi #65,2018-12-26T12:15:00Z,84965,3351,143
1394,"Public, Private & Protected Access Specifiers | Python Tutorials For Absolute Beginners In Hindi #63",2018-12-26T02:30:00Z,74432,3428,109
1395,Multilevel Inheritance | Python Tutorials For Absolute Beginners In Hindi #62,2018-12-25T12:15:00Z,61457,3481,664
1396,Multiple Inheritance | Python Tutorials For Absolute Beginners In Hindi #61,2018-12-25T02:30:00Z,75528,3333,157
1397,Single Inheritance | Python Tutorials For Absolute Beginners In Hindi #60,2018-12-24T12:15:00Z,97424,4079,661
1398,Abstraction & Encapsulation | Python Tutorials For Absolute Beginners In Hindi #59,2018-12-24T02:30:00Z,112363,4595,191
1399,Static Methods In Python | Python Tutorials For Absolute Beginners In Hindi #58,2018-12-23T12:15:00Z,92783,3677,125
1400,Class Methods As Alternative Constructors | Python Tutorials For Absolute Beginners In Hindi #57,2018-12-23T02:30:00Z,111866,5972,174
1401,Class Methods In Python | Python Tutorials For Absolute Beginners In Hindi #56,2018-12-22T12:15:01Z,137859,4939,171
1402,Self & __init__() (Constructors) | Python Tutorials For Absolute Beginners In Hindi #55,2018-12-22T02:30:02Z,202253,6451,232
1403,Instance & Class Variables | Python Tutorials For Absolute Beginners In Hindi #54,2018-12-21T12:15:00Z,142821,6215,153
1404,Creating Our First Class In Python | Python Tutorials For Absolute Beginners In Hindi #53,2018-12-21T02:30:02Z,142335,5368,115
1405,Classes & Objects (OOPS) | Python Tutorials For Absolute Beginners In Hindi #52,2018-12-20T12:15:00Z,233504,8716,191
1406,Decorators In Python | Python Tutorials For Absolute Beginners In Hindi #51,2018-12-20T02:30:02Z,153990,5549,334
1407,Exercise 7: Healthy Programmer | Python Tutorials For Absolute Beginners In Hindi #50,2018-12-19T12:15:00Z,81935,3612,381
1408,Exercise 6 Solution & First Solver | Python Tutorials For Absolute Beginners In Hindi #49,2018-12-19T02:30:00Z,78997,2301,226
1409,"Map, Filter & Reduce | Python Tutorials For Absolute Beginners In Hindi #48",2018-12-18T12:00:10Z,156534,9564,1316
1410,Join Function In Python | Python Tutorials For Absolute Beginners In Hindi #47,2018-12-18T02:30:00Z,90025,5104,134
1411,If __name__==__main__ usage & necessity | Python Tutorials For Absolute Beginners In Hindi #46,2018-12-17T12:15:00Z,152298,10087,264
1412,How Import Works In Python? | Python Tutorials For Absolute Beginners In Hindi #45,2018-12-17T02:30:00Z,125584,5388,204
1413,Enumerate Function | Python Tutorials For Absolute Beginners In Hindi #44,2018-12-16T12:15:01Z,116492,5960,186
1414,Virtual Environment & Requirements.txt | Python Tutorials For Absolute Beginners In Hindi #43,2018-12-16T02:30:00Z,191283,8594,1250
1415,Time Module In Python | Python Tutorials For Absolute Beginners In Hindi #42,2018-12-15T12:15:01Z,133041,7511,253
1416,*args and **kwargs In Python | Python Tutorials For Absolute Beginners In Hindi #41,2018-12-15T02:30:00Z,166620,7104,363
1417,Exercise 6: Game Development: Snake Water Gun | Python Tutorials For Absolute Beginners In Hindi #40,2018-12-14T12:15:01Z,132194,5563,1570
1418,F-Strings & String Formatting In Python | Python Tutorials For Absolute Beginners In Hindi #39,2018-12-14T02:30:02Z,139390,6229,158
1419,Using Python External & Built In Modules | Python Tutorials For Absolute Beginners In Hindi #38,2018-12-13T12:15:01Z,152480,7110,679
1420,Exercise 5: Solution And First Solver | Python Tutorials For Absolute Beginners In Hindi #37,2018-12-13T02:30:01Z,123048,3568,316
1421,Anonymous/Lambda Functions In Python | Python Tutorials For Absolute Beginners In Hindi #36,2018-12-12T12:15:00Z,159425,10463,200
1422,Exercise 4: Solution And First Solver | Python Tutorials For Absolute Beginners In Hindi #35,2018-12-12T02:30:01Z,126168,3560,408
1423,Recursions: Recursive Vs Iterative Approach | Python Tutorials For Absolute Beginners In Hindi #34,2018-12-11T12:15:00Z,201816,11287,795
1424,"Scope, Global Variables and Global Keyword | Python Tutorials For Absolute Beginners In Hindi #33",2018-12-11T02:30:01Z,192151,10853,582
1425,Exercise 5: Health Management System | Python Tutorials For Absolute Beginners In Hindi #32,2018-12-10T12:15:00Z,186725,4455,840
1426,Using With Block To Open Python Files | Python Tutorials For Absolute Beginners In Hindi #31,2018-12-10T02:30:02Z,151255,4700,908
1427,"Seek(), tell() & More On Python Files | Python Tutorials For Absolute Beginners In Hindi #30",2018-12-09T12:15:00Z,185278,6166,921
1428,Python Exercise 4: Astrologer's Stars | Python Tutorials For Absolute Beginners In Hindi #29,2018-12-09T02:30:01Z,173266,4763,1891
1429,Writing And Appending To A File | Python Tutorials For Absolute Beginners In Hindi #28,2018-12-08T12:15:00Z,198844,7086,223
1430,Python Exercise 3: Solution | Python Tutorials For Absolute Beginners In Hindi #27,2018-12-08T03:30:02Z,187961,4273,771
1431,"Open(), Read() & Readline() For Reading File | Python Tutorials For Absolute Beginners In Hindi #26",2018-12-07T12:15:00Z,287120,9325,532
1432,Python File IO Basics | Python Tutorials For Absolute Beginners In Hindi #25,2018-12-07T02:45:01Z,239853,7652,2322
1433,Try Except Exception Handling In Python | Python Tutorials For Absolute Beginners In Hindi #24,2018-12-06T12:15:00Z,247349,8907,242
1434,Functions And Docstrings | Python Tutorials For Absolute Beginners In Hindi #23,2018-12-06T02:45:00Z,330810,12778,435
1435,Short Hand If Else Notation In Python | Python Tutorials For Absolute Beginners In Hindi #22,2018-12-05T13:39:20Z,181727,7929,176
1436,Operators In Python | Python Tutorials For Absolute Beginners In Hindi #21,2018-12-04T12:15:01Z,254974,9232,364
1437,Python Exercise 3 - Guess The Number | Python Tutorials For Absolute Beginners In Hindi #20,2018-12-04T06:30:00Z,216483,6136,3329
1438,Python Exercise 2: Faulty Calculator Solution| Python Tutorials For Absolute Beginners In Hindi #19,2018-12-03T12:15:00Z,248103,5758,1009
1439,Break & Continue Statements In Python | Python Tutorials For Absolute Beginners In Hindi #18,2018-12-03T02:30:00Z,298587,10603,1762
1440,While Loops In Python | Python Tutorials For Absolute Beginners In Hindi #17,2018-12-02T12:15:01Z,288677,9386,289
1441,For Loops In Python | Python Tutorials For Absolute Beginners In Hindi #16,2018-12-02T04:15:01Z,490243,15950,1149
1442,Python Exercise 2 - Faulty Calculator  | Python Tutorials For Absolute Beginners In Hindi #15,2018-12-01T12:15:00Z,278754,9038,3237
1443,Exercise 1 - Solution And Your Answers | Python Tutorials For Absolute Beginners In Hindi #14,2018-12-01T04:30:02Z,280131,6886,720
1444,If Else & Elif Conditionals In Python | Python Tutorials For Absolute Beginners In Hindi #13,2018-11-30T12:15:00Z,434352,13921,4165
1445,Sets In Python | Python Tutorials For Absolute Beginners In Hindi #12,2018-11-30T02:30:00Z,374933,11806,510
1446,Python Exercise 1 - Apni Dictionary | Python Tutorials For Absolute Beginners In Hindi #11,2018-11-29T12:15:00Z,359198,8274,3557
1447,Dictionary & Its Functions Explained | Python Tutorials For Absolute Beginners In Hindi #10,2018-11-29T05:32:10Z,552944,23020,1560
1448,Python Lists And List Functions | Python Tutorials For Absolute Beginners In Hindi #9,2018-11-28T18:17:57Z,697959,42095,2929
1449,String Slicing And Other Functions In Python | Python Tutorials For Absolute Beginners In Hindi #8,2018-11-28T04:46:25Z,715078,31757,2367
1450,"Variables, Datatypes and Typecasting | Python Tutorials For Absolute Beginners In Hindi #7",2018-11-27T13:50:20Z,792124,35644,4132
1451,"Comments, Escape Sequences & Print Statement| Python Tutorials For Absolute Beginners In Hindi #6",2018-11-27T02:15:01Z,765660,32948,1914
1452,Using Python As A Calculator | Python Tutorials For Absolute Beginners In Hindi #5,2018-11-26T12:58:44Z,611900,20462,465
1453,Writing Our First Python Program | Python Tutorials For Absolute Beginners In Hindi #4,2018-11-26T02:30:00Z,757877,27727,981
1454,Using Modules & Pip In Python | Python Tutorials For Absolute Beginners In Hindi #3,2018-11-25T17:25:40Z,921445,28048,1261
1455,Downloading Python and Pycharm Installation | Python Tutorials For Absolute Beginners In Hindi #2,2018-11-25T16:04:02Z,1715563,44173,4213
1456,What is Programming & Why Learn Python? | Python Tutorials For Absolute Beginners In Hindi #1,2018-11-25T09:33:20Z,1095214,40521,1286
1457,Beginner Friendly Full Python Tutorials(Teaser) | Python Tutorials For Absolute Beginners In Hindi#0,2018-11-24T14:21:16Z,1806628,36862,1970
1458,What is Docker? | Containerization Explained! | Why use Docker Container? (In Hindi),2018-11-23T12:00:06Z,116318,5222,265
1459,Logistic Regression : Overview And Working - Machine Learning Tutorials Using Python In Hindi,2018-11-22T12:15:00Z,56745,3649,386
1460,[Hindi] Message Flashing And Other Python Flask Resources | Web Development Using Flask & Python #25,2018-11-21T17:40:41Z,21102,859,144
1461,[Hindi] Hosting Flask App On Ubuntu Production Server WSGI - Web Development Using Flask & Python#24,2018-11-18T16:20:50Z,25843,644,113
1462,Adding Music and Background Image In Pygame - Python Game Development Using Pygame In Hindi #21,2018-11-15T15:11:16Z,47681,1940,320
1463,Bootstrap 4 Tutorial For Beginners In Hindi - हिंदी में (2021),2018-11-02T08:20:18Z,191682,4335,466
1464,15 Minute Python Tutorial For Beginners In Hindi (Full & Complete Python Crash Course),2018-10-11T14:26:32Z,307195,17312,725
1465,Which python version is best?,2018-10-10T14:09:26Z,36138,1489,77
1466,Cheat Codes & Home Screen In Pygame - Python Game Development Using Pygame In Hindi #20,2018-10-09T17:30:51Z,22410,1287,100
1467,Snakes Game: Creating High Score & Displaying It - Python Game Development Using Pygame In Hindi #19,2018-10-06T03:41:34Z,22408,936,66
1468,"🔥Yes, Machine Learning Using Python In Few Minutes Is Possible In 2021! (See How)",2018-10-05T02:30:03Z,36156,4649,534
1469,Handling Game Over and Collision In Pygame - Python Game Development Using Pygame In Hindi #18,2018-10-03T16:24:12Z,22141,1095,135
1470,Snakes Game: Length Increment Logic - Python Game Development Using Pygame In Hindi #17,2018-10-02T12:19:20Z,33038,1413,199
1471,"Adding Score, Replotting Food & Changing Size - Python Game Development Using Pygame In Hindi #16",2018-10-02T02:30:02Z,24077,1502,135
1472,Creating Food For Snake To Eat - Python Game Development Using Pygame In Hindi #15,2018-10-01T14:30:01Z,21562,1749,70
1473,Making Snake Move On Arrow Key Press - Python Game Development Using Pygame In Hindi #14,2018-10-01T11:30:00Z,22437,1750,452
1474,Giving Speed To Our Snake In X and Y directions - Python Game Development Using Pygame In Hindi #13,2018-10-01T02:30:00Z,20520,1371,50
1475,Making Snake Move In All Directions - Python Game Development Using Pygame In Hindi #12,2018-09-30T14:30:01Z,22931,1894,77
1476,OverFitting And UnderFitting In Models Explained - Machine Learning Tutorials Using Python In Hindi,2018-09-30T10:34:34Z,33781,2593,223
1477,Moving Our Snake And Setting Game FPS - Python Game Development Using Pygame In Hindi #11,2018-09-30T05:30:01Z,25480,1111,82
1478,"K Nearest Neighbors: Pros, Cons and Working -  Machine Learning Tutorials Using Python In Hindi",2018-09-29T16:03:20Z,31417,2492,600
1479,Creating The Head Of Our Snake - Python Game Development Using Pygame In Hindi #10,2018-09-29T11:30:00Z,27928,1389,109
1480,Creating Ground For Our Snakes Game - Python Game Development Using Pygame In Hindi #9,2018-09-29T02:30:00Z,47916,1780,95
1481,Coding Our First Game In Pygame - Python Game Development Using Pygame In Hindi #8,2018-09-28T13:12:21Z,36164,2146,102
1482,[Hindi] K Nearest Neighbor Classification In Python - Machine Learning Tutorials Using Python Hindi,2018-09-28T08:33:33Z,46223,2183,142
1483,Event Types and Key Press Handling In Pygame - Python Game Development Using Pygame In Hindi #7,2018-09-28T02:30:00Z,33027,2005,208
1484,Handling Events In Pygame - Python Game Development Using Pygame In Hindi #6,2018-09-27T11:30:01Z,32829,1618,224
1485,Creating The Game Loop In Pygame - Python Game Development Using Pygame In Hindi #5,2018-09-27T02:30:00Z,36827,1751,67
1486,Game Specific Variables In Pygame - Python Game Development Using Pygame In Hindi #4,2018-09-26T14:30:00Z,39946,2707,91
1487,[Hindi] Supervised Learning : Classification  - Machine Learning Tutorials Using Python In Hindi,2018-09-26T11:44:37Z,37867,3339,351
1488,Creating The Game Window - Python Game Development Using Pygame In Hindi #3,2018-09-26T02:06:10Z,57063,2656,175
1489,Pygame Installation and Tips - Python Game Development Using Pygame In Hindi #2,2018-09-25T12:42:15Z,68247,1893,160
1490,Flappy Bird Game In Python - Python Game Development Using Pygame In Hindi #1,2018-09-25T01:42:04Z,157382,4030,228
1491,"[Hindi] Property Decorators, Setters & Deleters? | Object Oriented Programming Using Python #9",2018-09-23T09:17:06Z,19470,854,85
1492,[Hindi] Magic/Dunder Methods In Python? | Object Oriented Programming Using Python Tutorial #8,2018-09-22T15:06:48Z,25171,852,94
1493,Invalid python interpreter selected for the project pycharm (Solved),2018-09-21T18:24:24Z,3888,149,32
1494,[Hindi] Mini Batch and Stochastic Gradient Descent -Machine Learning Tutorials Using Python In Hindi,2018-09-18T11:45:00Z,41638,2348,191
1495,[Hindi] Python Matplotlib Tutorial - Python Data Science and Big Data Tutorials,2018-09-17T13:14:47Z,55843,2476,183
1496,"[Solved] ""ModuleNotFoundError: No module named"" Error Even When Module Installed In Pycharm",2018-09-16T08:07:00Z,164317,2281,302
1497,[Hindi] Loss Functions and Gradient Descent - Machine Learning Tutorials Using Python In Hindi,2018-09-15T12:41:48Z,70361,5519,811
1498,[Hindi] How Does Linear Regression Model Work? (Derivation) - Machine Learning Tutorials In Hindi,2018-09-14T13:39:45Z,61692,3149,207
1499,[Hindi] Linear Regression Code In Python Sklearn! - Machine Learning Tutorials In Hindi,2018-09-13T12:40:59Z,144242,6156,511
1500,What is Client Side Vs Server Side Programming? | Front end Vs Back End Explained!,2018-09-12T11:33:23Z,60613,2534,89
1501,[Hindi] Multiple Regression Model Explained! - Machine Learning Tutorials Using Python In Hindi,2018-09-12T05:00:00Z,96496,6287,324
1502,[Hindi] Simple Linear Regression Explained! - Machine Learning Tutorials Using Python In Hindi,2018-09-11T05:41:50Z,146193,5750,262
1503,[Hindi] Training And Test Data In ML - Machine Learning Tutorials Using Python In Hindi,2018-09-10T14:58:26Z,101264,6684,539
1504,[Hindi] Installing Python Scikit learn For ML -  Machine Learning Tutorials Using Python In Hindi,2018-09-09T11:40:08Z,105293,5066,121
1505,"[Hindi] Top 5 Best Books For Python, Data Science and Machine Learning",2018-09-09T08:04:25Z,27443,1352,78
1506,[Hindi] Supervised And Unsupervised Learning! - Machine Learning Tutorials Using Python In Hindi,2018-09-09T02:30:00Z,114246,5023,173
1507,[Hindi] Data Collection For Machine Learning? - Machine Learning Tutorials Using Python In Hindi,2018-09-08T06:32:53Z,120213,5775,126
1508,How To Earn Money In Stock Market Using Python and Data Analysis Of Stock Exchange Data?,2018-09-07T11:30:00Z,63613,3441,577
1509,[Hindi] What Are Features And Labels In ML? - Machine Learning Tutorials Using Python In Hindi,2018-09-07T02:30:00Z,130330,5685,312
1510,Do You Need Mathematics To Learn Machine Learning?,2018-09-06T13:08:58Z,22632,1807,112
1511,[Hindi] Some Machine Learning Facts & Motivation - Machine Learning Tutorials Using Python In Hindi,2018-09-06T00:50:51Z,138403,4916,166
1512,[Hindi] Setting Up VS Code For Python + Pros and Cons?,2018-09-05T12:29:19Z,1990,101,26
1513,[Hindi] Why Learn Machine Learning? - Machine Learning Tutorials Using Python In Hindi,2018-09-05T07:33:55Z,323012,10245,288
1514,[Hindi] Working With JSON In Python - Python Data Science and Big Data Tutorials,2018-09-05T02:30:00Z,18075,922,38
1515,[Hindi] Merging DataFrames In Pandas - Python Data Science and Big Data Tutorials,2018-09-04T11:11:52Z,17488,871,48
1516,[Hindi] Writing A CSV File In Python Pandas - Python Data Science and Big Data Tutorials,2018-09-04T01:27:51Z,19207,1059,41
1517,[Hindi] Reading A CSV File In Python Pandas - Python Data Science and Big Data Tutorials,2018-09-02T10:13:57Z,32483,1390,225
1518,[Hindi] Slicing And Adding Columns To A DataFrame - Python Data Science and Big Data Tutorials,2018-09-01T14:30:37Z,20767,2079,123
1519,[Hindi] Creating Our First Pandas DataFrame - Python Data Science and Big Data Tutorials,2018-09-01T06:36:30Z,22148,1782,154
1520,[Hindi] Introduction To Pandas Module - Python Data Science and Big Data Tutorials,2018-08-31T04:49:30Z,30637,1312,49
1521,[Hindi] Machine Learning and Artificial Intelligence Will Take Away Your Jobs?,2018-08-30T12:30:01Z,6206,389,65
1522,[Hindi] How To Make Money From Programming? (More than Jobs),2018-08-29T03:09:00Z,153756,8660,585
1523,[Solved] AttributeError: 'module' object has no attribute,2018-08-28T02:35:02Z,111514,973,93
1524,[Hindi] Convert Python Program to Exe Executable,2018-08-27T12:30:00Z,57078,2087,157
